Strain,Mutations,Number/ID,Nor Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,14:29,E3,0.102
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,14:29,F2,1.113
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,14:29,F3,0.675
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,14:29,G2,1.13
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,14:29,G3,1.002
BL21,wt,JOE2354,0 ng/mL,6-Sep,14:29,H2,1.137
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,14:29,H3,1.098
BL21,wt,JOE2354,5 ng/mL,20-Sep,14:29,F2,0.191
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,14:29,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,14:29,G2,1.047
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,14:29,G3,0.246
BL21,wt,JOE2354,0 ng/mL,20-Sep,14:29,H2,1.236
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,14:29,H3,1.122
BL21,wt,JOE2354,5 ng/mL,25-Aug,14:59,F2,0.269
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,14:59,F3,0.114
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,14:59,G2,1.072
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,14:59,G3,0.485
BL21,wt,JOE2354,0 ng/mL,25-Aug,14:59,H2,1.173
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,14:59,H3,1.047
BL21,wt,JOE2354,5 ng/mL,1-Sep,14:59,E2,0.173
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,14:59,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,14:59,F2,1.053
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,14:59,F3,0.343
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,14:59,G2,1.117
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,14:59,G3,0.907
BL21,wt,JOE2354,0 ng/mL,1-Sep,14:59,H2,1.117
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,14:59,H3,1.06
BL21,wt,JOE2354,5 ng/mL,6-Sep,14:59,E2,0.491
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,14:59,E3,0.102
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,14:59,F2,1.115
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,14:59,F3,0.677
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,14:59,G2,1.133
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,14:59,G3,1.011
BL21,wt,JOE2354,0 ng/mL,6-Sep,14:59,H2,1.14
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,14:59,H3,1.105
BL21,wt,JOE2354,5 ng/mL,20-Sep,14:59,F2,0.213
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,14:59,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,14:59,G2,1.055
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,14:59,G3,0.246
BL21,wt,JOE2354,0 ng/mL,20-Sep,14:59,H2,1.239
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,14:59,H3,1.13
BL21,wt,JOE2354,5 ng/mL,25-Aug,15:29,F2,0.262
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,15:29,F3,0.115
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,15:29,G2,1.08
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,15:29,G3,0.497
BL21,wt,JOE2354,0 ng/mL,25-Aug,15:29,H2,1.179
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,15:29,H3,1.065
BL21,wt,JOE2354,5 ng/mL,1-Sep,15:29,E2,0.171
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,15:29,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,15:29,F2,1.049
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,15:29,F3,0.353
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,15:29,G2,1.123
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,15:29,G3,0.911
BL21,wt,JOE2354,0 ng/mL,1-Sep,15:29,H2,1.119
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,15:29,H3,1.065
BL21,wt,JOE2354,5 ng/mL,6-Sep,15:29,E2,0.489
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,15:29,E3,0.102
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,15:29,F2,1.115
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,15:29,F3,0.696
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,15:29,G2,1.138
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,15:29,G3,1.018
BL21,wt,JOE2354,0 ng/mL,6-Sep,15:29,H2,1.142
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,15:29,H3,1.107
BL21,wt,JOE2354,5 ng/mL,20-Sep,15:29,F2,0.243
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,15:29,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,15:29,G2,1.059
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,15:29,G3,0.252
BL21,wt,JOE2354,0 ng/mL,20-Sep,15:29,H2,1.244
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,15:29,H3,1.138
BL21,wt,JOE2354,5 ng/mL,25-Aug,15:59,F2,0.252
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,15:59,F3,0.114
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,15:59,G2,1.088
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,15:59,G3,0.51
BL21,wt,JOE2354,0 ng/mL,25-Aug,15:59,H2,1.184
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,15:59,H3,1.076
BL21,wt,JOE2354,5 ng/mL,1-Sep,15:59,E2,0.168
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,15:59,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,15:59,F2,1.067
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,15:59,F3,0.364
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,15:59,G2,1.124
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,15:59,G3,0.923
BL21,wt,JOE2354,0 ng/mL,1-Sep,15:59,H2,1.12
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,15:59,H3,1.069
BL21,wt,JOE2354,5 ng/mL,6-Sep,15:59,E2,0.495
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,15:59,E3,0.102
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,15:59,F2,1.122
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,15:59,F3,0.711
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,15:59,G2,1.14
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,15:59,G3,1.025
BL21,wt,JOE2354,0 ng/mL,6-Sep,15:59,H2,1.145
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,15:59,H3,1.111
BL21,wt,JOE2354,5 ng/mL,20-Sep,15:59,F2,0.268
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,15:59,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,15:59,G2,1.065
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,15:59,G3,0.241
BL21,wt,JOE2354,0 ng/mL,20-Sep,15:59,H2,1.246
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,15:59,H3,1.144
BL21,wt,JOE2354,5 ng/mL,25-Aug,16:29,F2,0.247
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,16:29,F3,0.116
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,16:29,G2,1.097
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,16:29,G3,0.52
BL21,wt,JOE2354,0 ng/mL,25-Aug,16:29,H2,1.191
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,16:29,H3,1.082
BL21,wt,JOE2354,5 ng/mL,1-Sep,16:29,E2,0.164
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,16:29,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,16:29,F2,1.055
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,16:29,F3,0.379
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,16:29,G2,1.127
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,16:29,G3,0.936
BL21,wt,JOE2354,0 ng/mL,1-Sep,16:29,H2,1.125
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,16:29,H3,1.073
BL21,wt,JOE2354,5 ng/mL,6-Sep,16:29,E2,0.497
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,16:29,E3,0.102
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,16:29,F2,1.123
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,16:29,F3,0.721
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,16:29,G2,1.143
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,16:29,G3,1.031
BL21,wt,JOE2354,0 ng/mL,6-Sep,16:29,H2,1.149
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,16:29,H3,1.112
BL21,wt,JOE2354,5 ng/mL,20-Sep,16:29,F2,0.302
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,16:29,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,16:29,G2,1.069
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,16:29,G3,0.246
BL21,wt,JOE2354,0 ng/mL,20-Sep,16:29,H2,1.252
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,16:29,H3,1.148
BL21,wt,JOE2354,5 ng/mL,25-Aug,16:59,F2,0.24
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,16:59,F3,0.116
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,16:59,G2,1.095
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,16:59,G3,0.537
BL21,wt,JOE2354,0 ng/mL,25-Aug,16:59,H2,1.196
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,16:59,H3,1.091
BL21,wt,JOE2354,5 ng/mL,1-Sep,16:59,E2,0.16
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,16:59,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,16:59,F2,1.071
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,16:59,F3,0.384
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,16:59,G2,1.129
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,16:59,G3,0.936
BL21,wt,JOE2354,0 ng/mL,1-Sep,16:59,H2,1.127
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,16:59,H3,1.074
BL21,wt,JOE2354,5 ng/mL,6-Sep,16:59,E2,0.5
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,16:59,E3,0.103
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,16:59,F2,1.127
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,16:59,F3,0.732
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,16:59,G2,1.146
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,16:59,G3,1.034
BL21,wt,JOE2354,0 ng/mL,6-Sep,16:59,H2,1.151
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,16:59,H3,1.114
BL21,wt,JOE2354,5 ng/mL,20-Sep,16:59,F2,0.328
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,16:59,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,16:59,G2,1.082
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,16:59,G3,0.247
BL21,wt,JOE2354,0 ng/mL,20-Sep,16:59,H2,1.254
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,16:59,H3,1.153
BL21,wt,JOE2354,5 ng/mL,25-Aug,17:29,F2,0.236
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,17:29,F3,0.116
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,17:29,G2,1.101
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,17:29,G3,0.545
BL21,wt,JOE2354,0 ng/mL,25-Aug,17:29,H2,1.201
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,17:29,H3,1.095
BL21,wt,JOE2354,5 ng/mL,1-Sep,17:29,E2,0.159
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,17:29,E3,0.112
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,17:29,F2,1.073
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,17:29,F3,0.392
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,17:29,G2,1.134
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,17:29,G3,0.948
BL21,wt,JOE2354,0 ng/mL,1-Sep,17:29,H2,1.128
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,17:29,H3,1.075
BL21,wt,JOE2354,5 ng/mL,6-Sep,17:29,E2,0.506
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,17:29,E3,0.103
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,17:29,F2,1.129
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,17:29,F3,0.74
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,17:29,G2,1.15
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,17:29,G3,1.038
BL21,wt,JOE2354,0 ng/mL,6-Sep,17:29,H2,1.155
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,17:29,H3,1.114
BL21,wt,JOE2354,5 ng/mL,20-Sep,17:29,F2,0.339
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,17:29,F3,0.106
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,17:29,G2,1.084
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,17:29,G3,0.247
BL21,wt,JOE2354,0 ng/mL,20-Sep,17:29,H2,1.255
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,17:29,H3,1.157
BL21,wt,JOE2354,5 ng/mL,25-Aug,17:59,F2,0.228
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,17:59,F3,0.117
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,17:59,G2,1.106
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,17:59,G3,0.558
BL21,wt,JOE2354,0 ng/mL,25-Aug,17:59,H2,1.205
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,17:59,H3,1.101
BL21,wt,JOE2354,5 ng/mL,1-Sep,17:59,E2,0.159
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,17:59,E3,0.112
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,17:59,F2,1.073
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,17:59,F3,0.397
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,17:59,G2,1.135
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,17:59,G3,0.948
BL21,wt,JOE2354,0 ng/mL,1-Sep,17:59,H2,1.131
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,17:59,H3,1.075
BL21,wt,JOE2354,5 ng/mL,6-Sep,17:59,E2,0.503
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,17:59,E3,0.103
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,17:59,F2,1.134
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,17:59,F3,0.758
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,17:59,G2,1.152
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,17:59,G3,1.04
BL21,wt,JOE2354,0 ng/mL,6-Sep,17:59,H2,1.158
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,17:59,H3,1.116
BL21,wt,JOE2354,5 ng/mL,20-Sep,17:59,F2,0.34
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,17:59,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,17:59,G2,1.086
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,17:59,G3,0.251
BL21,wt,JOE2354,0 ng/mL,20-Sep,17:59,H2,1.271
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,17:59,H3,1.161
BL21,wt,JOE2354,5 ng/mL,25-Aug,18:29,F2,0.223
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,18:29,F3,0.117
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,18:29,G2,1.107
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,18:29,G3,0.562
BL21,wt,JOE2354,0 ng/mL,25-Aug,18:29,H2,1.21
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,18:29,H3,1.105
BL21,wt,JOE2354,5 ng/mL,1-Sep,18:29,E2,0.16
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,18:29,E3,0.112
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,18:29,F2,1.062
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,18:29,F3,0.404
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,18:29,G2,1.136
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,18:29,G3,0.95
BL21,wt,JOE2354,0 ng/mL,1-Sep,18:29,H2,1.133
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,18:29,H3,1.074
BL21,wt,JOE2354,5 ng/mL,6-Sep,18:29,E2,0.509
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,18:29,E3,0.103
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,18:29,F2,1.136
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,18:29,F3,0.768
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,18:29,G2,1.154
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,18:29,G3,1.041
BL21,wt,JOE2354,0 ng/mL,6-Sep,18:29,H2,1.16
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,18:29,H3,1.113
BL21,wt,JOE2354,5 ng/mL,20-Sep,18:29,F2,0.338
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,18:29,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,18:29,G2,1.078
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,18:29,G3,0.256
BL21,wt,JOE2354,0 ng/mL,20-Sep,18:29,H2,1.283
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,18:29,H3,1.162
BL21,wt,JOE2354,5 ng/mL,25-Aug,18:59,F2,0.22
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,18:59,F3,0.117
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,18:59,G2,1.115
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,18:59,G3,0.575
BL21,wt,JOE2354,0 ng/mL,25-Aug,18:59,H2,1.216
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,18:59,H3,1.11
BL21,wt,JOE2354,5 ng/mL,1-Sep,18:59,E2,0.162
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,18:59,E3,0.112
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,18:59,F2,1.065
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,18:59,F3,0.41
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,18:59,G2,1.137
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,18:59,G3,0.954
BL21,wt,JOE2354,0 ng/mL,1-Sep,18:59,H2,1.135
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,18:59,H3,1.074
BL21,wt,JOE2354,5 ng/mL,6-Sep,18:59,E2,0.517
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,18:59,E3,0.104
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,18:59,F2,1.137
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,18:59,F3,0.771
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,18:59,G2,1.155
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,18:59,G3,1.041
BL21,wt,JOE2354,0 ng/mL,6-Sep,18:59,H2,1.161
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,18:59,H3,1.113
BL21,wt,JOE2354,5 ng/mL,20-Sep,18:59,F2,0.342
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,18:59,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,18:59,G2,1.085
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,18:59,G3,0.263
BL21,wt,JOE2354,0 ng/mL,20-Sep,18:59,H2,1.287
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,18:59,H3,1.163
BL21,wt,JOE2354,5 ng/mL,25-Aug,19:29,F2,0.216
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,19:29,F3,0.118
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,19:29,G2,1.114
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,19:29,G3,0.59
BL21,wt,JOE2354,0 ng/mL,25-Aug,19:29,H2,1.22
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,19:29,H3,1.115
BL21,wt,JOE2354,5 ng/mL,1-Sep,19:29,E2,0.167
