Strain,Mutations,Number/ID,Nor Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,19:29,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,19:29,F2,1.063
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,19:29,F3,0.415
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,19:29,G2,1.141
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,19:29,G3,0.957
BL21,wt,JOE2354,0 ng/mL,1-Sep,19:29,H2,1.137
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,19:29,H3,1.074
BL21,wt,JOE2354,5 ng/mL,6-Sep,19:29,E2,0.512
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,19:29,E3,0.105
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,19:29,F2,1.136
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,19:29,F3,0.777
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,19:29,G2,1.157
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,19:29,G3,1.039
BL21,wt,JOE2354,0 ng/mL,6-Sep,19:29,H2,1.164
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,19:29,H3,1.113
BL21,wt,JOE2354,5 ng/mL,20-Sep,19:29,F2,0.352
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,19:29,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,19:29,G2,1.089
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,19:29,G3,0.268
BL21,wt,JOE2354,0 ng/mL,20-Sep,19:29,H2,1.287
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,19:29,H3,1.177
BL21,wt,JOE2354,5 ng/mL,25-Aug,19:59,F2,0.212
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,19:59,F3,0.118
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,19:59,G2,1.12
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,19:59,G3,0.6
BL21,wt,JOE2354,0 ng/mL,25-Aug,19:59,H2,1.223
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,19:59,H3,1.122
BL21,wt,JOE2354,5 ng/mL,1-Sep,19:59,E2,0.173
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,19:59,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,19:59,F2,1.063
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,19:59,F3,0.419
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,19:59,G2,1.142
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,19:59,G3,0.953
BL21,wt,JOE2354,0 ng/mL,1-Sep,19:59,H2,1.137
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,19:59,H3,1.075
BL21,wt,JOE2354,5 ng/mL,6-Sep,19:59,E2,0.522
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,19:59,E3,0.105
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,19:59,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,19:59,F3,0.789
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,19:59,G2,1.159
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,19:59,G3,1.041
BL21,wt,JOE2354,0 ng/mL,6-Sep,19:59,H2,1.165
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,19:59,H3,1.109
BL21,wt,JOE2354,5 ng/mL,20-Sep,19:59,F2,0.365
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,19:59,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,19:59,G2,1.092
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,19:59,G3,0.275
BL21,wt,JOE2354,0 ng/mL,20-Sep,19:59,H2,1.288
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,19:59,H3,1.177
BL21,wt,JOE2354,5 ng/mL,25-Aug,20:29,F2,0.21
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,20:29,F3,0.119
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,20:29,G2,1.126
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,20:29,G3,0.615
BL21,wt,JOE2354,0 ng/mL,25-Aug,20:29,H2,1.224
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,20:29,H3,1.122
BL21,wt,JOE2354,5 ng/mL,1-Sep,20:29,E2,0.18
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,20:29,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,20:29,F2,1.06
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,20:29,F3,0.426
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,20:29,G2,1.143
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,20:29,G3,0.955
BL21,wt,JOE2354,0 ng/mL,1-Sep,20:29,H2,1.139
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,20:29,H3,1.077
BL21,wt,JOE2354,5 ng/mL,6-Sep,20:29,E2,0.523
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,20:29,E3,0.106
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,20:29,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,20:29,F3,0.799
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,20:29,G2,1.159
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,20:29,G3,1.037
BL21,wt,JOE2354,0 ng/mL,6-Sep,20:29,H2,1.168
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,20:29,H3,1.116
BL21,wt,JOE2354,5 ng/mL,20-Sep,20:29,F2,0.387
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,20:29,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,20:29,G2,1.093
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,20:29,G3,0.284
BL21,wt,JOE2354,0 ng/mL,20-Sep,20:29,H2,1.286
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,20:29,H3,1.174
BL21,wt,JOE2354,5 ng/mL,25-Aug,20:59,F2,0.208
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,20:59,F3,0.12
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,20:59,G2,1.128
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,20:59,G3,0.626
BL21,wt,JOE2354,0 ng/mL,25-Aug,20:59,H2,1.228
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,20:59,H3,1.123
BL21,wt,JOE2354,5 ng/mL,1-Sep,20:59,E2,0.187
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,20:59,E3,0.112
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,20:59,F2,1.063
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,20:59,F3,0.43
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,20:59,G2,1.145
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,20:59,G3,0.956
BL21,wt,JOE2354,0 ng/mL,1-Sep,20:59,H2,1.141
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,20:59,H3,1.079
BL21,wt,JOE2354,5 ng/mL,6-Sep,20:59,E2,0.521
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,20:59,E3,0.107
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,20:59,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,20:59,F3,0.797
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,20:59,G2,1.163
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,20:59,G3,1.04
BL21,wt,JOE2354,0 ng/mL,6-Sep,20:59,H2,1.169
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,20:59,H3,1.115
BL21,wt,JOE2354,5 ng/mL,20-Sep,20:59,F2,0.417
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,20:59,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,20:59,G2,1.101
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,20:59,G3,0.296
BL21,wt,JOE2354,0 ng/mL,20-Sep,20:59,H2,1.287
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,20:59,H3,1.171
BL21,wt,JOE2354,5 ng/mL,25-Aug,21:29,F2,0.205
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,21:29,F3,0.12
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,21:29,G2,1.125
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,21:29,G3,0.636
BL21,wt,JOE2354,0 ng/mL,25-Aug,21:29,H2,1.234
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,21:29,H3,1.12
BL21,wt,JOE2354,5 ng/mL,1-Sep,21:29,E2,0.196
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,21:29,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,21:29,F2,1.061
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,21:29,F3,0.434
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,21:29,G2,1.147
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,21:29,G3,0.957
BL21,wt,JOE2354,0 ng/mL,1-Sep,21:29,H2,1.14
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,21:29,H3,1.073
BL21,wt,JOE2354,5 ng/mL,6-Sep,21:29,E2,0.534
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,21:29,E3,0.107
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,21:29,F2,1.139
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,21:29,F3,0.8
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,21:29,G2,1.163
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,21:29,G3,1.029
BL21,wt,JOE2354,0 ng/mL,6-Sep,21:29,H2,1.171
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,21:29,H3,1.113
BL21,wt,JOE2354,5 ng/mL,20-Sep,21:29,F2,0.436
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,21:29,F3,0.107
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,21:29,G2,1.099
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,21:29,G3,0.308
BL21,wt,JOE2354,0 ng/mL,20-Sep,21:29,H2,1.286
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,21:29,H3,1.169
BL21,wt,JOE2354,5 ng/mL,25-Aug,21:59,F2,0.205
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,21:59,F3,0.121
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,21:59,G2,1.128
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,21:59,G3,0.645
BL21,wt,JOE2354,0 ng/mL,25-Aug,21:59,H2,1.239
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,21:59,H3,1.119
BL21,wt,JOE2354,5 ng/mL,1-Sep,21:59,E2,0.206
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,21:59,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,21:59,F2,1.063
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,21:59,F3,0.44
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,21:59,G2,1.148
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,21:59,G3,0.956
BL21,wt,JOE2354,0 ng/mL,1-Sep,21:59,H2,1.141
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,21:59,H3,1.07
BL21,wt,JOE2354,5 ng/mL,6-Sep,21:59,E2,0.531
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,21:59,E3,0.108
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,21:59,F2,1.14
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,21:59,F3,0.81
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,21:59,G2,1.165
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,21:59,G3,1.033
BL21,wt,JOE2354,0 ng/mL,6-Sep,21:59,H2,1.172
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,21:59,H3,1.108
BL21,wt,JOE2354,5 ng/mL,20-Sep,21:59,F2,0.462
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,21:59,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,21:59,G2,1.109
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,21:59,G3,0.321
BL21,wt,JOE2354,0 ng/mL,20-Sep,21:59,H2,1.284
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,21:59,H3,1.165
BL21,wt,JOE2354,5 ng/mL,25-Aug,22:29,F2,0.204
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,22:29,F3,0.122
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,22:29,G2,1.131
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,22:29,G3,0.651
BL21,wt,JOE2354,0 ng/mL,25-Aug,22:29,H2,1.244
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,22:29,H3,1.119
BL21,wt,JOE2354,5 ng/mL,1-Sep,22:29,E2,0.217
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,22:29,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,22:29,F2,1.064
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,22:29,F3,0.448
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,22:29,G2,1.149
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,22:29,G3,0.959
BL21,wt,JOE2354,0 ng/mL,1-Sep,22:29,H2,1.144
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,22:29,H3,1.068
BL21,wt,JOE2354,5 ng/mL,6-Sep,22:29,E2,0.536
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,22:29,E3,0.109
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,22:29,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,22:29,F3,0.812
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,22:29,G2,1.165
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,22:29,G3,1.029
BL21,wt,JOE2354,0 ng/mL,6-Sep,22:29,H2,1.175
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,22:29,H3,1.104
BL21,wt,JOE2354,5 ng/mL,20-Sep,22:29,F2,0.491
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,22:29,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,22:29,G2,1.109
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,22:29,G3,0.339
BL21,wt,JOE2354,0 ng/mL,20-Sep,22:29,H2,1.284
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,22:29,H3,1.16
BL21,wt,JOE2354,5 ng/mL,25-Aug,22:59,F2,0.205
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,22:59,F3,0.122
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,22:59,G2,1.13
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,22:59,G3,0.666
BL21,wt,JOE2354,0 ng/mL,25-Aug,22:59,H2,1.245
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,22:59,H3,1.119
BL21,wt,JOE2354,5 ng/mL,1-Sep,22:59,E2,0.231
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,22:59,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,22:59,F2,1.069
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,22:59,F3,0.453
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,22:59,G2,1.151
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,22:59,G3,0.955
BL21,wt,JOE2354,0 ng/mL,1-Sep,22:59,H2,1.144
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,22:59,H3,1.066
BL21,wt,JOE2354,5 ng/mL,6-Sep,22:59,E2,0.541
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,22:59,E3,0.11
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,22:59,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,22:59,F3,0.814
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,22:59,G2,1.168
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,22:59,G3,1.028
BL21,wt,JOE2354,0 ng/mL,6-Sep,22:59,H2,1.182
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,22:59,H3,1.098
BL21,wt,JOE2354,5 ng/mL,20-Sep,22:59,F2,0.523
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,22:59,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,22:59,G2,1.111
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,22:59,G3,0.353
BL21,wt,JOE2354,0 ng/mL,20-Sep,22:59,H2,1.282
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,22:59,H3,1.157
BL21,wt,JOE2354,5 ng/mL,25-Aug,23:29,F2,0.205
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,23:29,F3,0.124
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,23:29,G2,1.135
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,23:29,G3,0.673
BL21,wt,JOE2354,0 ng/mL,25-Aug,23:29,H2,1.249
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,23:29,H3,1.117
BL21,wt,JOE2354,5 ng/mL,1-Sep,23:29,E2,0.244
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,23:29,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,23:29,F2,1.056
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,23:29,F3,0.459
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,23:29,G2,1.15
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,23:29,G3,0.959
BL21,wt,JOE2354,0 ng/mL,1-Sep,23:29,H2,1.144
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,23:29,H3,1.06
BL21,wt,JOE2354,5 ng/mL,6-Sep,23:29,E2,0.538
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,23:29,E3,0.111
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,23:29,F2,1.138
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,23:29,F3,0.81
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,23:29,G2,1.169
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,23:29,G3,1.03
BL21,wt,JOE2354,0 ng/mL,6-Sep,23:29,H2,1.186
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,23:29,H3,1.093
BL21,wt,JOE2354,5 ng/mL,20-Sep,23:29,F2,0.559
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,23:29,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,23:29,G2,1.107
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,23:29,G3,0.367
BL21,wt,JOE2354,0 ng/mL,20-Sep,23:29,H2,1.282
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,23:29,H3,1.151
BL21,wt,JOE2354,5 ng/mL,25-Aug,23:59,F2,0.207
BL21,Δ7,JOE6969,5 ng/mL,25-Aug,23:59,F3,0.125
BL21,wt,JOE2354,2.5 ng/mL,25-Aug,23:59,G2,1.136
BL21,Δ7,JOE6969,2.5 ng/mL,25-Aug,23:59,G3,0.683
BL21,wt,JOE2354,0 ng/mL,25-Aug,23:59,H2,1.248
BL21,Δ7,JOE6969,0 ng/mL,25-Aug,23:59,H3,1.112
BL21,wt,JOE2354,5 ng/mL,1-Sep,23:59,E2,0.259
BL21,Δ7,JOE6969,5 ng/mL,1-Sep,23:59,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,1-Sep,23:59,F2,1.056
BL21,Δ7,JOE6969,2.5 ng/mL,1-Sep,23:59,F3,0.464
BL21,wt,JOE2354,1.25 ng/mL,1-Sep,23:59,G2,1.15
BL21,Δ7,JOE6969,1.25 ng/mL,1-Sep,23:59,G3,0.956
BL21,wt,JOE2354,0 ng/mL,1-Sep,23:59,H2,1.147
BL21,Δ7,JOE6969,0 ng/mL,1-Sep,23:59,H3,1.055
BL21,wt,JOE2354,5 ng/mL,6-Sep,23:59,E2,0.538
BL21,Δ7,JOE6969,5 ng/mL,6-Sep,23:59,E3,0.113
BL21,wt,JOE2354,2.5 ng/mL,6-Sep,23:59,F2,1.139
BL21,Δ7,JOE6969,2.5 ng/mL,6-Sep,23:59,F3,0.819
BL21,wt,JOE2354,1.25 ng/mL,6-Sep,23:59,G2,1.173
BL21,Δ7,JOE6969,1.25 ng/mL,6-Sep,23:59,G3,1.029
BL21,wt,JOE2354,0 ng/mL,6-Sep,23:59,H2,1.187
BL21,Δ7,JOE6969,0 ng/mL,6-Sep,23:59,H3,1.087
BL21,wt,JOE2354,5 ng/mL,20-Sep,23:59,F2,0.596
BL21,Δ7,JOE6969,5 ng/mL,20-Sep,23:59,F3,0.108
BL21,wt,JOE2354,2.5 ng/mL,20-Sep,23:59,G2,1.114
BL21,Δ7,JOE6969,2.5 ng/mL,20-Sep,23:59,G3,0.382
BL21,wt,JOE2354,0 ng/mL,20-Sep,23:59,H2,1.28
BL21,Δ7,JOE6969,0 ng/mL,20-Sep,23:59,H3,1.146
