Strain,Mutations,Number/ID,Levo Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,11:59,B3,0.14
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,11:59,C2,0.142
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,11:59,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,11:59,D2,0.849
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,11:59,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,11:59,E2,1.081
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,11:59,E3,0.317
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,11:59,F2,1.126
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,11:59,F3,0.736
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,11:59,G2,1.131
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,11:59,G3,0.876
BL21,wt,JOE2354,0 ng/mL,2-Dec,11:59,H2,1.107
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,11:59,H3,0.979
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,12:29,C2,0.112
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,12:29,C3,0.177
BL21,wt,JOE2354,1.25 ng/mL,44882,12:29,D2,0.121
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,12:29,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,12:29,E2,0.679
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,12:29,E3,0.111
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,12:29,F2,1.079
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,12:29,F3,0.29
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,12:29,G2,1.133
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,12:29,G3,0.77
BL21,wt,JOE2354,0 ng/mL,17-Nov,12:29,H2,1.132
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,12:29,H3,1.024
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,12:29,B2,0.107
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,12:29,B3,0.141
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,12:29,C2,0.116
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,12:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,12:29,D2,0.755
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,12:29,D3,0.107
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,12:29,E2,1.062
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,12:29,E3,0.2
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,12:29,F2,1.123
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,12:29,F3,0.688
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,12:29,G2,1.125
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,12:29,G3,0.845
BL21,wt,JOE2354,0 ng/mL,22-Nov,12:29,H2,1.124
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,12:29,H3,0.993
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,12:29,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,12:29,B3,0.14
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,12:29,C2,0.141
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,12:29,C3,0.103
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,12:29,D2,0.868
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,12:29,D3,0.108
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,12:29,E2,1.092
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,12:29,E3,0.337
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,12:29,F2,1.132
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,12:29,F3,0.774
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,12:29,G2,1.135
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,12:29,G3,0.908
BL21,wt,JOE2354,0 ng/mL,2-Dec,12:29,H2,1.112
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,12:29,H3,0.999
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,12:59,C2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,12:59,C3,0.175
BL21,wt,JOE2354,1.25 ng/mL,44882,12:59,D2,0.12
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,12:59,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,12:59,E2,0.693
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,12:59,E3,0.112
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,12:59,F2,1.085
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,12:59,F3,0.296
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,12:59,G2,1.139
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,12:59,G3,0.794
BL21,wt,JOE2354,0 ng/mL,17-Nov,12:59,H2,1.134
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,12:59,H3,1.043
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,12:59,B2,0.107
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,12:59,B3,0.139
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,12:59,C2,0.116
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,12:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,12:59,D2,0.782
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,12:59,D3,0.108
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,12:59,E2,1.069
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,12:59,E3,0.21
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,12:59,F2,1.128
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,12:59,F3,0.729
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,12:59,G2,1.131
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,12:59,G3,0.879
BL21,wt,JOE2354,0 ng/mL,22-Nov,12:59,H2,1.127
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,12:59,H3,1.012
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,12:59,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,12:59,B3,0.138
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,12:59,C2,0.141
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,12:59,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,12:59,D2,0.887
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,12:59,D3,0.109
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,12:59,E2,1.096
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,12:59,E3,0.355
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,12:59,F2,1.135
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,12:59,F3,0.8
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,12:59,G2,1.142
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,12:59,G3,0.933
BL21,wt,JOE2354,0 ng/mL,2-Dec,12:59,H2,1.117
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,12:59,H3,1.016
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,13:29,C2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,13:29,C3,0.173
BL21,wt,JOE2354,1.25 ng/mL,44882,13:29,D2,0.122
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,13:29,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,13:29,E2,0.709
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,13:29,E3,0.112
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,13:29,F2,1.089
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,13:29,F3,0.304
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,13:29,G2,1.142
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,13:29,G3,0.827
BL21,wt,JOE2354,0 ng/mL,17-Nov,13:29,H2,1.139
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,13:29,H3,1.054
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,13:29,B2,0.108
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,13:29,B3,0.137
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,13:29,C2,0.118
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,13:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,13:29,D2,0.8
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,13:29,D3,0.109
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,13:29,E2,1.079
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,13:29,E3,0.221
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,13:29,F2,1.133
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,13:29,F3,0.758
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,13:29,G2,1.134
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,13:29,G3,0.905
BL21,wt,JOE2354,0 ng/mL,22-Nov,13:29,H2,1.131
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,13:29,H3,1.023
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,13:29,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,13:29,B3,0.136
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,13:29,C2,0.142
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,13:29,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,13:29,D2,0.905
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,13:29,D3,0.111
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,13:29,E2,1.1
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,13:29,E3,0.383
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,13:29,F2,1.14
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,13:29,F3,0.828
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,13:29,G2,1.144
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,13:29,G3,0.951
BL21,wt,JOE2354,0 ng/mL,2-Dec,13:29,H2,1.121
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,13:29,H3,1.032
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,13:59,C2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,13:59,C3,0.17
BL21,wt,JOE2354,1.25 ng/mL,44882,13:59,D2,0.125
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,13:59,D3,0.109
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,13:59,E2,0.724
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,13:59,E3,0.114
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,13:59,F2,1.088
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,13:59,F3,0.312
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,13:59,G2,1.146
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,13:59,G3,0.847
BL21,wt,JOE2354,0 ng/mL,17-Nov,13:59,H2,1.143
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,13:59,H3,1.069
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,13:59,B2,0.108
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,13:59,B3,0.137
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,13:59,C2,0.121
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,13:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,13:59,D2,0.813
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,13:59,D3,0.11
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,13:59,E2,1.081
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,13:59,E3,0.228
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,13:59,F2,1.135
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,13:59,F3,0.791
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,13:59,G2,1.138
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,13:59,G3,0.931
BL21,wt,JOE2354,0 ng/mL,22-Nov,13:59,H2,1.135
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,13:59,H3,1.039
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,13:59,B2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,13:59,B3,0.134
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,13:59,C2,0.143
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,13:59,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,13:59,D2,0.917
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,13:59,D3,0.113
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,13:59,E2,1.101
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,13:59,E3,0.407
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,13:59,F2,1.146
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,13:59,F3,0.853
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,13:59,G2,1.149
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,13:59,G3,0.969
BL21,wt,JOE2354,0 ng/mL,2-Dec,13:59,H2,1.124
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,13:59,H3,1.047
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,14:29,C2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,14:29,C3,0.168
BL21,wt,JOE2354,1.25 ng/mL,44882,14:29,D2,0.132
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,14:29,D3,0.108
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,14:29,E2,0.74
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,14:29,E3,0.116
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,14:29,F2,1.099
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,14:29,F3,0.324
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,14:29,G2,1.15
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,14:29,G3,0.871
BL21,wt,JOE2354,0 ng/mL,17-Nov,14:29,H2,1.146
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,14:29,H3,1.081
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,14:29,B2,0.109
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,14:29,B3,0.134
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,14:29,C2,0.125
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,14:29,C3,0.106
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,14:29,D2,0.835
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,14:29,D3,0.112
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,14:29,E2,1.087
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,14:29,E3,0.238
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,14:29,F2,1.14
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,14:29,F3,0.819
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,14:29,G2,1.142
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,14:29,G3,0.95
BL21,wt,JOE2354,0 ng/mL,22-Nov,14:29,H2,1.138
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,14:29,H3,1.054
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,14:29,B2,0.114
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,14:29,B3,0.131
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,14:29,C2,0.147
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,14:29,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,14:29,D2,0.922
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,14:29,D3,0.117
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,14:29,E2,1.106
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,14:29,E3,0.425
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,14:29,F2,1.148
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,14:29,F3,0.876
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,14:29,G2,1.152
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,14:29,G3,0.985
BL21,wt,JOE2354,0 ng/mL,2-Dec,14:29,H2,1.128
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,14:29,H3,1.059
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,14:59,C2,0.113
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,14:59,C3,0.164
BL21,wt,JOE2354,1.25 ng/mL,44882,14:59,D2,0.141
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,14:59,D3,0.108
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,14:59,E2,0.754
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,14:59,E3,0.118
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,14:59,F2,1.1
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,14:59,F3,0.336
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,14:59,G2,1.151
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,14:59,G3,0.887
BL21,wt,JOE2354,0 ng/mL,17-Nov,14:59,H2,1.148
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,14:59,H3,1.085
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,14:59,B2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,14:59,B3,0.132
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,14:59,C2,0.131
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,14:59,C3,0.101
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,14:59,D2,0.845
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,14:59,D3,0.115
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,14:59,E2,1.093
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,14:59,E3,0.247
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,14:59,F2,1.142
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,14:59,F3,0.843
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,14:59,G2,1.146
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,14:59,G3,0.965
BL21,wt,JOE2354,0 ng/mL,22-Nov,14:59,H2,1.138
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,14:59,H3,1.065
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,14:59,B2,0.117
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,14:59,B3,0.129
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,14:59,C2,0.153
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,14:59,C3,0.104
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,14:59,D2,0.927
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,14:59,D3,0.122
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,14:59,E2,1.11
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,14:59,E3,0.445
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,14:59,F2,1.151
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,14:59,F3,0.9
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,14:59,G2,1.154
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,14:59,G3,1.001
BL21,wt,JOE2354,0 ng/mL,2-Dec,14:59,H2,1.129
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,14:59,H3,1.069
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,15:29,C2,0.116
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,15:29,C3,0.161
BL21,wt,JOE2354,1.25 ng/mL,44882,15:29,D2,0.158
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,15:29,D3,0.108
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,15:29,E2,0.769
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,15:29,E3,0.121
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,15:29,F2,1.108
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,15:29,F3,0.347
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,15:29,G2,1.155
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,15:29,G3,0.9
BL21,wt,JOE2354,0 ng/mL,17-Nov,15:29,H2,1.152
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,15:29,H3,1.095
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,15:29,B2,0.114
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,15:29,B3,0.13
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,15:29,C2,0.143
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,15:29,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,15:29,D2,0.865
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,15:29,D3,0.12
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,15:29,E2,1.092
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,15:29,E3,0.253
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,15:29,F2,1.146
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,15:29,F3,0.874
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,15:29,G2,1.148
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,15:29,G3,0.982
BL21,wt,JOE2354,0 ng/mL,22-Nov,15:29,H2,1.144
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,15:29,H3,1.076
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,15:29,B2,0.121
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,15:29,B3,0.126
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,15:29,C2,0.16
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,15:29,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,15:29,D2,0.931
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,15:29,D3,0.129
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,15:29,E2,1.112
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,15:29,E3,0.472
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,15:29,F2,1.152
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,15:29,F3,0.913
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,15:29,G2,1.156
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,15:29,G3,1.005
BL21,wt,JOE2354,0 ng/mL,2-Dec,15:29,H2,1.131
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,15:29,H3,1.076
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,15:59,C2,0.12
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,15:59,C3,0.156
BL21,wt,JOE2354,1.25 ng/mL,44882,15:59,D2,0.184
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,15:59,D3,0.108
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,15:59,E2,0.779
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,15:59,E3,0.126
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,15:59,F2,1.113
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,15:59,F3,0.359
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,15:59,G2,1.158
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,15:59,G3,0.914
BL21,wt,JOE2354,0 ng/mL,17-Nov,15:59,H2,1.153
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,15:59,H3,1.097
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,15:59,B2,0.119
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,15:59,B3,0.127
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,15:59,C2,0.161
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,15:59,C3,0.102
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,15:59,D2,0.869
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,15:59,D3,0.126
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,15:59,E2,1.099
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,15:59,E3,0.259
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,15:59,F2,1.149
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,15:59,F3,0.89
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,15:59,G2,1.15
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,15:59,G3,0.995
BL21,wt,JOE2354,0 ng/mL,22-Nov,15:59,H2,1.147
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,15:59,H3,1.087
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,15:59,B2,0.13
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,15:59,B3,0.124
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,15:59,C2,0.172
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,15:59,C3,0.105
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,15:59,D2,0.944
